cleaned_text,predicted_sentiment
rakyat indonesia peduli anggaran pemerintah berfikir pemborosan anggaran jadikalau pemilu putaran ber arti boros 1 putaran hemat ber usaha 1 putaran negara kaya remehkan banhsa,negative
menang debat mkin anis ganjar prabowo melindungi negara indonesia kalao pertahanan dibuka habis rakyat indonesia tidur tenang,negative
99 warga indonesia pilih prabowo curigaiii,negative
keterbatasan adu gagasan sukses empati rakyat,negative
berbijaklah berbicara berperilaku pemimpin mencerminkan bangsanya dimata dunia,negative
anis nilai 11 pertahanan negara ganjir menilai 5 disitulah letak kebodohan 2 calon anis ucapan percaya ucapannya lihat fisik karakternya,negative
anis menilai pertahanan negara 11 100 nilai anis gubeneur jakarta kayanya sekor 0bagaimana memimpin negara bukti pemimpin hebat,negative
hutag bagga rakyat bebani bkn kluarga sampean,negative
hutag bagga rakyat bebani bkn kluarga sampean,negative
pas tentag pesawat bekas tersenyum menjwab trasa gregetan jiwa menjwab mantap paslon 3 brisoalan,positive
emag sangat2 meragukan penjelasan intinya tersembunyi dlm jiwa,neutral
mantap ganjar,positive
salam 2,negative
02 16 55,negative
setuju anis baswedan,neutral
debat cerdas cermat debat 1 2 menit guru jelasanin butuh 15 20 menit pemimpin indonesia rakyat,negative
bissmillah prabowo 02 amin allah,negative
prabowo prabowo prabowo prabowo prabowo prabowo prabowo prabowo prabowo prabowo prabowo prabowo prabowo prabowo prabowo prabowo prabowo prabowo prabowo prabowo prabowo serang banten prabowo gemoyyyyy,negative
perdebatan smpe pecah belah salam hangat dll in ama amruhu idaaroda saeunayaku allahu kunfayakun mhn maaf sikismiin komeen,positive
jawa timur mendukung ganjar mafmud,neutral
01 byk teori rumus2 apalah program 01 trlalu byk omon2,negative
ttp prabowo,negative
bpk prabowo bicara rakyat pintar memilih bicara bpk prabowo sekedar bicara terjun lansung indonesia butuh pemimpin,negative
waraslah anis terbukti zoss,negative
prabowo dlu ngomong kekayaan jaga wkwk faktanya,negative
1 3,negative
bowo sempoyongan debat ke3 debat ke4 ko,neutral
slepet trus terngiang,negative
anis ngomongnya mulukmuluk,negative
omon omon doang gampang dek kerja nol,negative
prabowo meliwati covid,negative
menteri pecat nilai slah menteri terbaik era,negative
4 menit menjatuhkan paslon lawan membahas visi misi paslon kecewa,negative
kurupsi ganjar pdahal kurupsi sampingnya,negative
hutang kfx,negative
bismillahirrahmanirrahim anies pilihan hati anies insyaallah bantu pakai doa namanya beda pilihan persatu dukung paslon plis banget jatuhkan paslon suka takutnya fitnah namanya debat jangann terbawa suasana 2024 pemilu damai mejatuhkan,positive
bener bener prabowo babak belur,neutral
cocot anis baswedan clutakkkk faktane 0 mimpin jakarta ae koyo thaikkkk korupsi neh,neutral
2 29 00 prabowo membuktikan data sebenar transparan silahkan ganjar prabowo forum pembuktian data sebenar debat capres anis ucapan data terucap debat capres prabowo membantah data anis keliru salam masuk akal,neutral
kameranya hd yaa,negative
prabowo terbaikk,negative
cinta 2 bpk prabowo hebat keren,positive
tenang slalu hati tenang ganjar sma anis masukan rumah sakit grogol terganggu pakta benar2 boong anis ngajelekin and mempitnah udh orng 2 ith lgi km cari meresahkan jabatan bohongan kta jdi sipat2 aslinya khan orng berdua ith siapah nama lupa,negative
prabowolah matang segi apapun masyarakat indonesia cerdas memilih berpengalaman membawa indonesia maju,negative
keliatan bet personalnya asbun,negative
semoga ganjar menang,positive
berikanlah tujuan mudah yaa allah bpk prabowo,positive
yaa allah bodohi sm gus samsudin lek ngikuti ajaran pinter menambah bodoh,negative
btul prabowo jgan cuman pandai cakap tdak ad buktinya anies pandai cakap bukti tdak ad,neutral
assalamualaikum apapun prabowo,negative
pribadi antosias dng bpk prabowo jujur ap tulus iklassemoga bpk prabowo sehat sllu gibran 2 pemimpim sangt kmi nantikan dambakan,positive
ganjar lihat wilayah lokasi tinggal jalan lingkungan universitas veteran semarang universitas tujuh belas agustus semarang unika jalan terjal karuh karuhan engkau perbaiki dimana kepedulian masyarakat produktif fasilitas sarana menjalani studi,neutral
jujur kemarin ragu milih 2 3 tpi debat mantap pilih 2,positive
2 hati,negative
mantap anies,positive
cerita negara palestina keturunan nabi musa tinggal dlm perjalanan tanah dataran golan,negative
milih anis probowo petani bebas beli pupuk2,negative
ganjar petani menangis beli pupuk uang kontan persulit,neutral
dak petani orang2 kota pd kelaparan tolong pikir petani,negative
nangis mendingan bowo,negative
anis punta orogram anya menyindir menyalahkan sajasedang kasih,negative
maju prabowo,negative
pintar ngomong bohongnya,negative
senyuman anis adem biarpun blg omon2 sy tetep dukung 1,negative
presidennya badan ngga mati matian kerja keras banting tulang peraskeringat tatap melarat ribut recok mikir situ ngga ribut recok pejabat enak ngga,neutral
doa prabowo smoga sehat slalu umur amin,positive
menteri pecetan ra due isin,negative
prabowo prabowo,negative
prabowo presidenku coblos nomor 2,negative
gama,negative
ketulusan prabowo tulus masyarakat petani semoga prabowo menang 1 putaran amin amin,positive
ganjarmuka muka pasrahhh udh menang,negative
proyek estate habisin dana 4 3 triliund jutaan hutan gundul dibabat habis alhamdulillah hasilnya tulus,positive
kalah berdebat fitnah alat pecundang socrates,negative
nalar akal sht milih anis percaya yutube berkuasa calon duit bayar he rakyat indonesia sa atnya bankit merubah indonesia majuuu,negative
bpk prabowo orng perofesional bnget y bgtu calon persiden kalangan militer top dn mantul,positive
amin terbaik bangsa,positive
anis,negative
nisssss ngomong naon nissss ngomong banya bohongya kacang lupa kulitnya nis2,negative
anis sengkuni pandai berbicara pandai janji janji pas gubernur nihil hati omongan anis sengkuni new,negative
tekat dukung prabowo ku prabowo gibran menang insya allah prabowo pasri menang,negative
anis yess,negative
2 00 45 segmen 3 segmen salah prabowo data hahaha sependapat ganjar berharap didesak ehhh jam menit langsung kena semprot hahahahahha dalem hati wowo capek capek puji puji ehh nyemprot hahahaha lawak menhan data debat pertahanan negara ehh begaya kaga memikirkan,negative
dna bantahan prabowo logis salah,negative
hubungannya harta pribadi kesejahteraan prajurit relate menuduh prabowo korupsi hukum menuduh dilaporkan kesejahteraan meliputi kementrian pertahanan kementrian perekonomian andil budget,negative
gemoy pilianku president semoga amanah indonesia ekonomi rakyat makmur rakyat rela tkw negri menafkahi kluarga indonesia susah cari kerjaan,negative
stu sndri omon woooo,negative
pintar bicara smua butuh bukti anis,negative
02,negative
prabowo ganjar anis,neutral
05 25,negative
sujiwotejo budaya pertahanan paslon,negative
indonesia aman sabang meraoke mikirin pslestinaemang palistina mbantu indonesia,negative
jkrta ja luhh gagall gtottt ngomong pahh jijik,negative
al in maju bwat bpak prabowodn maz gibran,negative
prahh nihh prbowo serang truss ma ambisiii,negative
anisss ngaurrr prahhh,negative
kloo negraa dipimpin anisd kiamtt,negative
pling debess debt prabwoo krana buknn debtt tpii inii untukk menghncurkan prabowoo lucuuu nmor 1 3,negative
gabbisaa jrna pdui gnjrr yng mnytelll mudh,negative
akubttt jolimm mulutt mu niss jadiu saksiu gehgaalan muuu,negative
pintar memilih tulus pemimpin ambisi pemimpin menjatuhkan menjelekan memilih prabowo,negative
dawaiiii kalah debat nangis cuakks,negative
anis ngomongin etika mulu etika menyalahkan prabowo jelekin prabowo kocak nis,negative
omon omon bukti janji janji pelaksanaanya null null,negative
mencari pemimpin berdasarkan ngomong isi munafiknya aduh anis mohon maaf menjatuhkan lawan pintar lawan kerja prabowo 11 persen kerja suka memutar balikan fakta menjatuhkan lawan pemimpin rakyat sehat prabowo capres semangat berjuang,negative
rakyat indonesia peduli anggaran pemerintah berfikir pemborosan anggaran jadikalau pemilu putaran ber arti boros 1 putaran hemat ber usaha 1 putaran negara kaya remehkan banhsa,negative
menang debat mkin anis ganjar prabowo melindungi negara indonesia kalao pertahanan dibuka habis rakyat indonesia tidur tenang,negative
99 warga indonesia pilih prabowo curigaiii,negative
keterbatasan adu gagasan sukses empati rakyat,negative
berbijaklah berbicara berperilaku pemimpin mencerminkan bangsanya dimata dunia,negative
anis nilai 11 pertahanan negara ganjir menilai 5 disitulah letak kebodohan 2 calon anis ucapan percaya ucapannya lihat fisik karakternya,negative
anis menilai pertahanan negara 11 100 nilai anis gubeneur jakarta kayanya sekor 0bagaimana memimpin negara bukti pemimpin hebat,negative
all in prabowo,negative
taiwan hadir menyimak salam gemoy,neutral
1 buka 2 coblos 3 tutup,neutral
sekeluarga tanggerang banten memilih prabowo,positive
02 16 55,negative
setuju anis baswedan,neutral
debat cerdas cermat debat 1 2 menit guru jelasanin butuh 15 20 menit pemimpin indonesia rakyat,negative
bissmillah prabowo 02 amin allah,negative
prabowo prabowo prabowo prabowo prabowo prabowo prabowo prabowo prabowo prabowo prabowo prabowo prabowo prabowo prabowo prabowo prabowo prabowo prabowo prabowo prabowo serang banten prabowo gemoyyyyy,negative
perdebatan smpe pecah belah salam hangat dll in ama amruhu idaaroda saeunayaku allahu kunfayakun mhn maaf sikismiin komeen,positive
jawa timur mendukung ganjar mafmud,neutral
01 byk teori rumus2 apalah program 01 trlalu byk omon2,negative
ttp prabowo,negative
bpk prabowo bicara rakyat pintar memilih bicara bpk prabowo sekedar bicara terjun lansung indonesia butuh pemimpin,negative
waraslah anis terbukti zoss,negative
prabowo dlu ngomong kekayaan jaga wkwk faktanya,negative
1 3,negative
bowo sempoyongan debat ke3 debat ke4 ko,neutral
slepet trus terngiang,negative
anis ngomongnya mulukmuluk,negative
omon omon doang gampang dek kerja nol,negative
prabowo meliwati covid,negative
menteri pecat nilai slah menteri terbaik era,negative
4 menit menjatuhkan paslon lawan membahas visi misi paslon kecewa,negative
kurupsi ganjar pdahal kurupsi sampingnya,negative
hutang kfx,negative
bismillahirrahmanirrahim anies pilihan hati anies insyaallah bantu pakai doa namanya beda pilihan persatu dukung paslon plis banget jatuhkan paslon suka takutnya fitnah namanya debat jangann terbawa suasana 2024 pemilu damai mejatuhkan,positive
bener bener prabowo babak belur,neutral
cocot anis baswedan clutakkkk faktane 0 mimpin jakarta ae koyo thaikkkk korupsi neh,neutral
2 29 00 prabowo membuktikan data sebenar transparan silahkan ganjar prabowo forum pembuktian data sebenar debat capres anis ucapan data terucap debat capres prabowo membantah data anis keliru salam masuk akal,neutral
kameranya hd yaa,negative
prabowo terbaikk,negative
cinta 2 bpk prabowo hebat keren,positive
tenang slalu hati tenang ganjar sma anis masukan rumah sakit grogol terganggu pakta benar2 boong anis ngajelekin and mempitnah udh orng 2 ith lgi km cari meresahkan jabatan bohongan kta jdi sipat2 aslinya khan orng berdua ith siapah nama lupa,negative
prabowolah matang segi apapun masyarakat indonesia cerdas memilih berpengalaman membawa indonesia maju,negative
keliatan bet personalnya asbun,negative
semoga ganjar menang,positive
berikanlah tujuan mudah yaa allah bpk prabowo,positive
yaa allah bodohi sm gus samsudin lek ngikuti ajaran pinter menambah bodoh,negative
btul prabowo jgan cuman pandai cakap tdak ad buktinya anies pandai cakap bukti tdak ad,neutral
assalamualaikum apapun prabowo,negative
pribadi antosias dng bpk prabowo jujur ap tulus iklassemoga bpk prabowo sehat sllu gibran 2 pemimpim sangt kmi nantikan dambakan,positive
ganjar lihat wilayah lokasi tinggal jalan lingkungan universitas veteran semarang universitas tujuh belas agustus semarang unika jalan terjal karuh karuhan engkau perbaiki dimana kepedulian masyarakat produktif fasilitas sarana menjalani studi,neutral
jujur kemarin ragu milih 2 3 tpi debat mantap pilih 2,positive
2 hati,negative
mantap anies,positive
cerita negara palestina keturunan nabi musa tinggal dlm perjalanan tanah dataran golan,negative
milih anis probowo petani bebas beli pupuk2,negative
ganjar petani menangis beli pupuk uang kontan persulit,neutral
dak petani orang2 kota pd kelaparan tolong pikir petani,negative
nangis mendingan bowo,negative
anis punta orogram anya menyindir menyalahkan sajasedang kasih,negative
maju prabowo,negative
pintar ngomong bohongnya,negative
senyuman anis adem biarpun blg omon2 sy tetep dukung 1,negative
presidennya badan ngga mati matian kerja keras banting tulang peraskeringat tatap melarat ribut recok mikir situ ngga ribut recok pejabat enak ngga,neutral
doa prabowo smoga sehat slalu umur amin,positive
menteri pecetan ra due isin,negative
prabowo prabowo,negative
prabowo presidenku coblos nomor 2,negative
gama,negative
ketulusan prabowo tulus masyarakat petani semoga prabowo menang 1 putaran amin amin,positive
ganjarmuka muka pasrahhh udh menang,negative
proyek estate habisin dana 4 3 triliund jutaan hutan gundul dibabat habis alhamdulillah hasilnya tulus,positive
kalah berdebat fitnah alat pecundang socrates,negative
nalar akal sht milih anis percaya yutube berkuasa calon duit bayar he rakyat indonesia sa atnya bankit merubah indonesia majuuu,negative
bpk prabowo orng perofesional bnget y bgtu calon persiden kalangan militer top dn mantul,positive
amin terbaik bangsa,positive
anis,negative
nisssss ngomong naon nissss ngomong banya bohongya kacang lupa kulitnya nis2,negative
anis sengkuni pandai berbicara pandai janji janji pas gubernur nihil hati omongan anis sengkuni new,negative
tekat dukung prabowo ku prabowo gibran menang insya allah prabowo pasri menang,negative
anis yess,negative
2 00 45 segmen 3 segmen salah prabowo data hahaha sependapat ganjar berharap didesak ehhh jam menit langsung kena semprot hahahahahha dalem hati wowo capek capek puji puji ehh nyemprot hahahaha lawak menhan data debat pertahanan negara ehh begaya kaga memikirkan,negative
dna bantahan prabowo logis salah,negative
hubungannya harta pribadi kesejahteraan prajurit relate menuduh prabowo korupsi hukum menuduh dilaporkan kesejahteraan meliputi kementrian pertahanan kementrian perekonomian andil budget,negative
gemoy pilianku president semoga amanah indonesia ekonomi rakyat makmur rakyat rela tkw negri menafkahi kluarga indonesia susah cari kerjaan,negative
stu sndri omon woooo,negative
pintar bicara smua butuh bukti anis,negative
02,negative
prabowo ganjar anis,neutral
05 25,negative
sujiwotejo budaya pertahanan paslon,negative
indonesia aman sabang meraoke mikirin pslestinaemang palistina mbantu indonesia,negative
jkrta ja luhh gagall gtottt ngomong pahh jijik,negative
al in maju bwat bpak prabowodn maz gibran,negative
prahh nihh prbowo serang truss ma ambisiii,negative
anisss ngaurrr prahhh,negative
kloo negraa dipimpin anisd kiamtt,negative
pling debess debt prabwoo krana buknn debtt tpii inii untukk menghncurkan prabowoo lucuuu nmor 1 3,negative
gabbisaa jrna pdui gnjrr yng mnytelll mudh,negative
akubttt jolimm mulutt mu niss jadiu saksiu gehgaalan muuu,negative
pintar memilih tulus pemimpin ambisi pemimpin menjatuhkan menjelekan memilih prabowo,negative
dawaiiii kalah debat nangis cuakks,negative
anis ngomongin etika mulu etika menyalahkan prabowo jelekin prabowo kocak nis,negative
omon omon bukti janji janji pelaksanaanya null null,negative
mencari pemimpin berdasarkan ngomong isi munafiknya aduh anis mohon maaf menjatuhkan lawan pintar lawan kerja prabowo 11 persen kerja suka memutar balikan fakta menjatuhkan lawan pemimpin rakyat sehat prabowo capres semangat berjuang,negative
rakyat indonesia peduli anggaran pemerintah berfikir pemborosan anggaran jadikalau pemilu putaran ber arti boros 1 putaran hemat ber usaha 1 putaran negara kaya remehkan banhsa,negative
menang debat mkin anis ganjar prabowo melindungi negara indonesia kalao pertahanan dibuka habis rakyat indonesia tidur tenang,negative
99 warga indonesia pilih prabowo curigaiii,negative
mari sukseskan pemilu pda tgl 14 february 2024 pilih pilihan yng mnurut dipilih suara sangt menentukan indonesia 5 thun kedepan,negative
makamya solar subsidi kalimantan susah kuasai pengetap pemain tambang ilegal kal sel kalteng kaltim,neutral
mahfud catatan mama,negative
keadilan korupsi coba indonesia pejabat pemimpin wakil korupsi koruptor indonesia maju damai,negative
tertawa mahfud menjabat menjelek an atasan hahahahahah hahahahahahaha anak muda maju hahahahahah,negative
pembukaan 03 kayak agama indonesia toleransi berbicara pembukaan,negative
capres ketua partai dikendalikan ketua partai mengatur wakil dpr dpr petugas partai capres ketua partai disetir dikendalikan dalang pesuruh bambang pacol anggota dpr nurut ketua partai,negative
selepet,negative
berantas mapia,negative
cerdas memakai akal budi hati nurani menentukan pilihan capres cawapres bangsa,negative
setuju masyarakat desa kerja kota masyarakat desa fokus kerja desa pengembangan desa fokus desa jdi prioritas,neutral
prabowo jos,negative
md mahfud aneh md mahfud anggaplah menjabat menkopolhukam menjabat pemerintahan jokowi md mahfud mengkritik kepemimpinan impor mengimpor bahan makan korupsi gibran seakan gibran bertanggung smua gibran salah 1 menteri gibran menjabat walikota menjabat menteri kepemimpinan jokowi gibran mentang gibran anaknya jokowi lampiaskan kinerja gibran mengkritik md mahfud,negative
imin mentri prestasimu aktip menyerang gibran jokowi,negative
mahfu md muhaimin nilai munafik kanapa lingkaran politik dunia politik penuh tipu daya kemunafikan bawak bawak ayat suci meraup simpati ampun,negative
02 03 tesk dibawa ide gagasan udh hapal perhitungkan,positive
imin ngapain tanganya lgi jdi dirigen perasaaan da nyanyikan,negative
gibran ttp jdi wapres,negative
gibran terbaik,positive
mw mkmy pilih anis dp rumah 0rp bngun perumahan pikiranya rugi ntar pda kredit mw nganggur kerja kredit byar cicilan mksudnya anis mntul haaaa,negative
mahruf amin pas guru ngaji dosen cocok pan bnget,negative
suka penjelasan gibran muda cerdas tenang penjelasan dukung bapaknya dukung anaknya prabowo jiga terjun wakil presiden tinggal perbaikan 2 menang,positive
papua 2 kandidat mundur prabowo gibran ludah papua monyet prabowo gibran yes alam papua menyuport mu,negative
nonton hasilnya cintaku am1n,negative
greenflation demo rompi kuning nanya ngerti pertanyaanya,negative
is the best paslon urut 02 mendukung semoga pemimpin amanah semoga indonesia terbaik amiiiin allohuma amin sukses prabowo gibran,positive
panelisnya nyetop suara pendukung berisik keliatan rada dikit emosi mukanya keliatan cantik,negative
desa orangtua tertinggal pembangunan jalanya dana desanya kepala desanya terpilih presiden tolong desa tinjau desanya terletak sumatera utara desa sanggaran 2 kabupaten humbang hasundutan desanya kota sibolga,neutral
min ngomong omon omon omon kosong otak kosong,negative
bpk prabowo pilihanku pokok e prabowo,positive
satpam keamanan situ kerjanya ngapain,negative
keliatan 01 03 kongkalikong capres cawapresnya,negative
mohon maaf mmberi alasan logis manfaat capres cawapres adu debat sdr q bijak mohon mmberi alasan santuy,neutral
,negative
tanyak jdi kecewa dengarnya,negative
tambang illegal iup nyuruh cabut ijinnya illegal ijinnya blimbing sayur,negative
kakecong,negative
mahfood visi misi khotbah pengurus ponpes food wapres,negative
mahfood suruh ngadu carok bingung ngomong,negative
prof mahfud md membicarakan kegagalan,negative
moderator nyuruh stop stop audience mending gausah audience disitu,negative
3 cawapres botol mahfood sumpah pertanyaannya nyambung,negative
slepet imin gitu kali yaa,negative
muhaimin iskandar lucu,positive
,negative
tengil kosong,negative
capres wapres nomor 1 3 menjatuhkan lawannya setau pribadi berpendidikan berpikir menjatuhkan lawannya mohon maaf apapun membutuhkan pemimpin terbaik kedepannya mengembangkan indonesia tercinta,negative
songong,negative
samsul lebay maukah cawapres tingkahnya kyk beler,negative
coba diadakan debat badut wakil badut,negative
mantap anak jaman now anak jaman now pilih 2 karna anak penerus kemajuan bangsa negara milenium jaman now lovu you prabowo gibran,positive
sadar gus imin berani geres wajah wktu gibran,negative
what the,positive
nasip tanah negara kmi terlahir miskin,negative
salah menggusur tanah lakukan prabowo menghasilkan uang coba tanam umbi kentang kadar tanahnya pasir,negative
jurus gibran sejenis ngabalin narasi menkutkan masyarakat padhal terdesak,negative
imin ngantuk,negative
bner gibran kerja tambang elegal bagus ajak kerja membuka lapangan kerja masyarakat indonesia,positive
profesor ilmu carok ngerti green inflation taunya ngejual besi bekas,negative
intinya debat cawapres visi misi motifasi kedepannya mengkirikan,negative
simple mahh bubarkan dpr pilih,negative
pemimpin kaya gitu maju2 01,negative
pupuk susah dapatkan salah jokowi salah kadang kaya indonesia pupukpun jadikan bahan bisnis susah mw butuhnya 1 sampay 2 ton kaya menampung 4 10 kontener membagi pupuk usut kmu kirim lampung kirim jawa gitu lampung bayar daerah sudang menunggu susah pupuknya,negative
masyarakat umur 23 presidan salah pengurusnya usut sampay lampungkah pupuknya kemana susah pupuk,negative
indonesia susah solar susah pupuk susah mw bayar pajakpun susah perbaiki presiden,negative
imin ngerti unsur kimia taunya ayat kursi,negative
cek lampung jngan ngirim sogokpun susah,negative
bukti ki makruf amin wakil buktinya nungul rakyat suruh mkan pisang,negative
kerja th 2017 sampay 2024 namnya mw masuk kerja gratis mw kerja kluar duit mw kerja cari duit masuk kerja kluar duwet salah jokowi salah,positive
presiden jokoi praturannya a masyarakat b c sampay z praturannya jalanin enaknya kirim prusahaan pribuminya mna masyarakatnya brapa tauk masyarakat burus bosnya kecewa ijasah,negative
curhat fakta mw ngolok ngolok cawapres,negative
1 3 khong kali kong lawan 2,negative
indonesia mw sejahtera pupuk susah solar susah lapangan kerja buka lapangan kerja bayar pajak susah ktp susah pajak naek papa sesuai sma pendapatan kitajangan mikir mw gratis garisi intinya berjalan insya allah indonesia sejahtera pemuda lampung salam lampung,negative
part jatuh gibran reflek membantunnya acuh emng gibran menang pemilu 2024 prabowo gibran 02,negative
1 46 07 cerdas cermat,negative
diusir pemandu sorak gunanya,negative
beceramah menyerang gibran lihat nyambung judul visinmisi kykmgak visi misi,positive
,negative
ngerti maksud mafut md nyambung sesuai agenda ngawur kmn ngomong agenda visi misi kerja ceramah ngomong kmn dasar prof dungu,negative
piks tom lembong antek amerika plottwist gibran menyadrkan masyarakaat,negative
salam 02 semoga sehat walafiat aamiin yra trims,positive
sedih capres 2024 mentang2 era demokrasi menjatuhkan menjelek2kan membongkar kekurangan lawan menjabat pemerintah carmuk org2 lakukan sampai2 menjatuhkan pemimpin nkri statusnya menjabat sempurna kelebihan kekurangan pendapat sy pikiran netizen berpikir carilah capres menjalani hidupnya dr susah nol terpilih pemimpin nkri sadar mawas pemimpin mengalami hidup susah capres hidup dr fasilitas dr ortunya apapun permintaan sm ortunya mengalami susah menjalani kehidupan bahaya manjakan dr hidup survival laut hutan pastikan meninggal selamat dibayangkan dr 3 capres bertahan hidup,negative
apapun pilihan mu 2 karna tujuan,negative
butuh kerjaan indonesia diluarnegri gx kuat anak,negative
keluarga meninggalkan kampung adat keluarga dirantau tdkeninggal daerah membawauang klu dihina sku meninggalkan kampung pingin dikampung halaman desa mengharapin uang anak mencari uang ilmu dirantau pulang kampung takut ganjelan ganjelan usaha keluarga akuaku pulang berlibur ganjelan anak sekolah kuliyah blm pulang anak anaku selsai sekolah kuliyah dijakarta dri sekolah dijakarta kuliyah dpt kerja jakarta keluarga anak kumpulin nantinanti pulang kampung libur dikampung bekumpul adat minangkabau cita sku anak blm ucukup uang dikampung anak selesai nunggu hasil nenek pesan meneruskan adat minangkabau pelan pelan beraki raki kahulu berenang renang ketapian basaki bersenang diperantauan berusaha gibran pemerintah pemerintah indonesia,negative
layak jawabannya,negative
wujud manusia polfik manusia,negative
amin begok gjls,negative
2 pilihanku tergoyahkan,negative
kab pemalang kab cilacap toblos gibran dn prabowo komandan,negative
hadir,negative
always kata2 gus muhaimin lucu prof mahfud aneh yaa sblm dilanjut sm ngaco,negative
ngasi contoh salah cok,negative
maksudnya gibran ngelawak cmn garing lucu,positive
cawapres 01 03 solutif bahas maju cawapres 02,negative
3,negative
tesla nikel gibran cerdas menang putaran negara memiliki pemilik nikel terbesar indonesia jaga prabowogibran putaran imin paham makqnya ngomongnya ngorongidul,negative
lupa pilih 02 prabowo subianto gibran,negative
1 47 47,negative
01 47 47,negative
bajunya merakyat gibran host jas,negative
bajunya merakyat gibran host jas,negative
kibran menang 1 putaran prabowo,negative
rumah semudah motor realistis prof,negative
byk curiga gibran pakai alatpendengar mgkin mreka menyangka jwban gibran bagus kalah calon lbih pengalaman,negative
gibran the best,positive
debat muhaimin bertolak belakangdi banding mahfud gibran kerja hati otak hati otak ngomong cari kesalahan semoga memilihnya,negative
1 2 3,negative
bang imin mundur z lahbang cawapres capek abang kutengok debat uda abang menikmati tua prabowo gibran all in,negative
muhaimin muka2 korupsi cawapres,negative
meyakinkn masgiran ings alloh garagu lncr doanya untk ms gibran ings alloh trpilih rayt indonesa mju,negative
tetp msgibrn gagasan ank muda kaya udh brpenglmn no2 pilihn dihti,negative
pengn mliht anis debat masgibran psti seru wakilnya,negative
selepet mulu ah,negative
gibran knp sihh hruss pk bowo,negative
lulusan smk kerja om tpi lapangan kerja nynda bgmn ta buka lapangan kerja poli tida,negative
cah imin ngapai ngomongbebas pajak trus negara dapet duit astagaaa,negative
harusekonomi syarah gibran,negative
pinter milih golput,positive
19 jt lapangan pekerjaan tka cina intinya planga plongo ngibul,negative
sy sulteng sy seorg petani pedagang rakyat suka senang klw gibran rakabuming raka presiden wakil presiden sy senang gaya bicara suara ide gagasan penerus ayahx jokowi orgx penyabar santun bijaksana mengerti penderitaan rakyat tggal pedesaan,negative
02 04 30,negative
02 04 30,negative
02 04 30,negative
moderator knp disorot buka amplop buka amplop knp blkg stand mika,neutral
mahpu pas pertanyaantentang ipestosr gebran g nyambung,negative
imin ngomong lambat,negative
woy vidio debat kemarin dipotong salam hapus,neutral
mantab iminn,negative
auro emosi enjoy enak lihat nyaman dengarkan debat cawapres mantap gibran,positive
ntb air bersih gratis ntb dompuuuu,positive
visi misi mesi 44 28,positive
anis manusia jumawa berterima kasih diangkat keterpurukan karir politik dikandaskan jabatan mendiknas manusia laknat opportunis semoga dibenamkan allah swt kehinaan islam ketinggian derajat kemuliaan berdasarkan gelar akademis tetapilebih akhlaq budipekerti atitude etika pandai retorika gemar bicara cenderung pembual pendusta,negative
12 00,negative
prabowo menang presiden aminnnnn,negative
misi visi langsung saj intinya,negative
ganjar mahfud 21 program unggulan salah satunya menjadikan perempuan maju ntr perempuan maju laki nyender,positive
beda jaman jaman sekolah paslon 01 03 jarang debat takutnya wapres 01 03 anak sd smp sma 01 ngawur a z 03 berusaha menjatuhkan salah update googling jarang buka berita media internet epik kambek 3 cawapres 02 masuk akal golput,negative
respect,negative
sila keadilan sosial rakyat indonwsia,negative
debat wakil adem telinga wkwk,negative
27 pensiun,negative
kebun binatang suka pajak naikkan silahkan angkat tangan konyol ngomong berbelit2 kayak debat anak sma sembunyikan konyol,negative
planga plongo,negative
03 paslon demokrasi,negative
03wapres berani melawan koruptor pembrastas korupsi mantan,negative
amin baca text,negative
wantuny kesempatan kaum milenial berkontribusi negara udh sepuh2 ksh istirahat,positive
penutup gibran keren parahhh,positive
muda biyarlah berkarya tua dudok berdoa dirumah,negative
pokoknya gibran,negative
bacot min min boneka paloh paloh paloh paloh,negative
tolong imin cek urin gamau diem mulut kek tukang nyabu,neutral
masarakat debet wakil dewasa mencari selusi madala calon presiden mmperliatkan adu jotos,neutral
alhamdulillah assalamualaikum warahmatullahi wabbarakatuuuh selamat pagi selamat beraktivitas,positive
99 persen gibran trlalu toleransi,neutral
gibran,negative
paslon 01 03 pola pikir kuno fresh ngga nyambung muluk hati pongah karna tua tua berati matang kadaluarsa,negative
gibran anak cerdas berkualitas,negative
anak prajurit ama anak bayangkara kuliah gratis nasib petani ama kuli kuliah bayarnya biayain po gimana mahfud,negative
bahaya anak muda investasi menggerogoti masyarakat indonesia contoh pembangunan toll efek samping masyarakat,positive
teruskan ikn dananya investasi rakyat sengsara gara gara keputusan pemimpin simbol perut lapar,negative
gibran bener2 melaksanakan misi indonesia dijamin maju butuh pemimpin generasi penerus negara kaya memannfaatkan kekayaan kemajuan kesejahteraan bangsa indonesia suka pemimpin2 persiapkan pemimpin pemimpin skrg kemajuan negara ditangan generasi penerus ciptakan generasi cerdas,positive
slapat slepet,negative
penampilan ganjar mahfud md super keren,neutral
setuju mahfud semoga presiden semoga rakyat sejahtra sekolah tingginya gratis sumber kekayaan indonesia dirasakan rakyat menyejahterakan rakyat korupsi presiden korupsi diberantas tembak mati jera mohon maaf salah,negative
ketiga cawapres hebat hebat semoga terbaik aamiin aamiin,positive
1,negative
amin insya allah menang amin allah,positive
anis,negative
mosi sindir pematintah,negative
gibran misi koreksi pemerintah,negative
1,negative
